,,,,,,,,
,,,,,,,,
ID_REGION,NOM_REGION,CODE_REGION_ISO3166_2,NOM_PAYS,CODE_PAYS_ISO3166_1,FUSEAU_HORAIRE,CONTINENT,LANGUE_PRINCIPALE,DEVISE_MONETAIRE
4062,Region_4062,ISO_4062,Espagne,ESP,GMT+3,Europe,Espagnol,BRL
4063,Region_4063,ISO_4063,??tats-Unis,USA,GMT+11,Am??riques,Anglais,BRL
4064,Region_4064,ISO_4064,Br??sil,BRA,GMT+6,Asie,Portugais,BRL
4065,Region_4065,ISO_4065,France,FRA,GMT+8,Europe,Fran??ais,EUR
4066,Region_4066,ISO_4066,Allemagne,DEU,GMT+11,Am??riques,Allemand,USD
4067,Region_4067,ISO_4067,Espagne,ESP,GMT+10,Asie,Espagnol,BRL
4068,Region_4068,ISO_4068,??tats-Unis,USA,GMT+6,Europe,Anglais,BRL
4069,Region_4069,ISO_4069,Br??sil,BRA,GMT+2,Am??riques,Portugais,BRL
4070,Region_4070,ISO_4070,France,FRA,GMT+10,Asie,Fran??ais,EUR
4071,Region_4071,ISO_4071,Allemagne,DEU,GMT+10,Europe,Allemand,USD
4072,Region_4072,ISO_4072,Espagne,ESP,GMT+8,Am??riques,Espagnol,BRL
4073,Region_4073,ISO_4073,??tats-Unis,USA,GMT+6,Asie,Anglais,BRL
4074,Region_4074,ISO_4074,Br??sil,BRA,GMT+4,Europe,Portugais,BRL
4075,Region_4075,ISO_4075,France,FRA,GMT+2,Am??riques,Fran??ais,EUR
4076,Region_4076,ISO_4076,Allemagne,DEU,GMT+4,Asie,Allemand,USD
4077,Region_4077,ISO_4077,Espagne,ESP,GMT+4,Europe,Espagnol,BRL
4078,Region_4078,ISO_4078,??tats-Unis,USA,GMT+11,Am??riques,Anglais,BRL
4079,Region_4079,ISO_4079,Br??sil,BRA,GMT+2,Asie,Portugais,BRL
4080,Region_4080,ISO_4080,France,FRA,GMT+11,Europe,Fran??ais,EUR
4081,Region_4081,ISO_4081,Allemagne,DEU,GMT+10,Am??riques,Allemand,USD
4082,Region_4082,ISO_4082,Espagne,ESP,GMT+4,Asie,Espagnol,BRL
4083,Region_4083,ISO_4083,??tats-Unis,USA,GMT+3,Europe,Anglais,BRL
4084,Region_4084,ISO_4084,Br??sil,BRA,GMT+3,Am??riques,Portugais,BRL
4085,Region_4085,ISO_4085,France,FRA,GMT+8,Asie,Fran??ais,EUR
4086,Region_4086,ISO_4086,Allemagne,DEU,GMT+3,Europe,Allemand,USD
4087,Region_4087,ISO_4087,Espagne,ESP,GMT+1,Am??riques,Espagnol,BRL
4088,Region_4088,ISO_4088,??tats-Unis,USA,GMT+11,Asie,Anglais,BRL
4089,Region_4089,ISO_4089,Br??sil,BRA,GMT+4,Europe,Portugais,BRL
4090,Region_4090,ISO_4090,France,FRA,GMT+5,Am??riques,Fran??ais,EUR
4091,Region_4091,ISO_4091,Allemagne,DEU,GMT+6,Asie,Allemand,USD
4092,Region_4092,ISO_4092,Espagne,ESP,GMT+1,Europe,Espagnol,BRL
4093,Region_4093,ISO_4093,??tats-Unis,USA,GMT+8,Am??riques,Anglais,BRL
4094,Region_4094,ISO_4094,Br??sil,BRA,GMT+2,Asie,Portugais,BRL
4095,Region_4095,ISO_4095,France,FRA,GMT+10,Europe,Fran??ais,EUR
4096,Region_4096,ISO_4096,Allemagne,DEU,GMT+10,Am??riques,Allemand,USD
4097,Region_4097,ISO_4097,Espagne,ESP,GMT+5,Asie,Espagnol,BRL
4098,Region_4098,ISO_4098,??tats-Unis,USA,GMT+10,Europe,Anglais,BRL
4099,Region_4099,ISO_4099,Br??sil,BRA,GMT+4,Am??riques,Portugais,BRL
4100,Region_4100,ISO_4100,France,FRA,GMT+7,Asie,Fran??ais,EUR
4101,Region_4101,ISO_4101,Allemagne,DEU,GMT+8,Europe,Allemand,USD
4102,Region_4102,ISO_4102,Espagne,ESP,GMT+9,Am??riques,Espagnol,BRL
4103,Region_4103,ISO_4103,??tats-Unis,USA,GMT+8,Asie,Anglais,BRL
4104,Region_4104,ISO_4104,Br??sil,BRA,GMT+4,Europe,Portugais,BRL
4105,Region_4105,ISO_4105,France,FRA,GMT+9,Am??riques,Fran??ais,EUR
4106,Region_4106,ISO_4106,Allemagne,DEU,GMT+2,Asie,Allemand,USD
4107,Region_4107,ISO_4107,Espagne,ESP,GMT+10,Europe,Espagnol,BRL
4108,Region_4108,ISO_4108,??tats-Unis,USA,GMT+4,Am??riques,Anglais,BRL
4109,Region_4109,ISO_4109,Br??sil,BRA,GMT+10,Asie,Portugais,BRL
4110,Region_4110,ISO_4110,France,FRA,GMT+1,Europe,Fran??ais,EUR
4111,Region_4111,ISO_4111,Allemagne,DEU,GMT+6,Am??riques,Allemand,USD
4112,Region_4112,ISO_4112,Espagne,ESP,GMT+1,Asie,Espagnol,BRL
4113,Region_4113,ISO_4113,??tats-Unis,USA,GMT+5,Europe,Anglais,BRL
4114,Region_4114,ISO_4114,Br??sil,BRA,GMT+10,Am??riques,Portugais,BRL
4115,Region_4115,ISO_4115,France,FRA,GMT+9,Asie,Fran??ais,EUR
4116,Region_4116,ISO_4116,Allemagne,DEU,GMT+8,Europe,Allemand,USD
4117,Region_4117,ISO_4117,Espagne,ESP,GMT+5,Am??riques,Espagnol,BRL
4118,Region_4118,ISO_4118,??tats-Unis,USA,GMT+1,Asie,Anglais,BRL
4119,Region_4119,ISO_4119,Br??sil,BRA,GMT+6,Europe,Portugais,BRL
4120,Region_4120,ISO_4120,France,FRA,GMT+11,Am??riques,Fran??ais,EUR
4121,Region_4121,ISO_4121,Allemagne,DEU,GMT+4,Asie,Allemand,USD
4122,Region_4122,ISO_4122,Espagne,ESP,GMT+5,Europe,Espagnol,BRL
4123,Region_4123,ISO_4123,??tats-Unis,USA,GMT+6,Am??riques,Anglais,BRL
4124,Region_4124,ISO_4124,Br??sil,BRA,GMT+9,Asie,Portugais,BRL
4125,Region_4125,ISO_4125,France,FRA,GMT+11,Europe,Fran??ais,EUR
4126,Region_4126,ISO_4126,Allemagne,DEU,GMT+8,Am??riques,Allemand,USD
4127,Region_4127,ISO_4127,Espagne,ESP,GMT+6,Asie,Espagnol,BRL
4128,Region_4128,ISO_4128,??tats-Unis,USA,GMT+10,Europe,Anglais,BRL
4129,Region_4129,ISO_4129,Br??sil,BRA,GMT+3,Am??riques,Portugais,BRL
4130,Region_4130,ISO_4130,France,FRA,GMT+6,Asie,Fran??ais,EUR
4131,Region_4131,ISO_4131,Allemagne,DEU,GMT+11,Europe,Allemand,USD
4132,Region_4132,ISO_4132,Espagne,ESP,GMT+11,Am??riques,Espagnol,BRL
4133,Region_4133,ISO_4133,??tats-Unis,USA,GMT+9,Asie,Anglais,BRL
4134,Region_4134,ISO_4134,Br??sil,BRA,GMT+10,Europe,Portugais,BRL
4135,Region_4135,ISO_4135,France,FRA,GMT+4,Am??riques,Fran??ais,EUR
4136,Region_4136,ISO_4136,Allemagne,DEU,GMT+7,Asie,Allemand,USD
4137,Region_4137,ISO_4137,Espagne,ESP,GMT+5,Europe,Espagnol,BRL
4138,Region_4138,ISO_4138,??tats-Unis,USA,GMT+2,Am??riques,Anglais,BRL
4139,Region_4139,ISO_4139,Br??sil,BRA,GMT+6,Asie,Portugais,BRL
4140,Region_4140,ISO_4140,France,FRA,GMT+7,Europe,Fran??ais,EUR
4141,Region_4141,ISO_4141,Allemagne,DEU,GMT+3,Am??riques,Allemand,USD
4142,Region_4142,ISO_4142,Espagne,ESP,GMT+7,Asie,Espagnol,BRL
4143,Region_4143,ISO_4143,??tats-Unis,USA,GMT+1,Europe,Anglais,BRL
4144,Region_4144,ISO_4144,Br??sil,BRA,GMT+8,Am??riques,Portugais,BRL
4145,Region_4145,ISO_4145,France,FRA,GMT+3,Asie,Fran??ais,EUR
4146,Region_4146,ISO_4146,Allemagne,DEU,GMT+4,Europe,Allemand,USD
4147,Region_4147,ISO_4147,Espagne,ESP,GMT+8,Am??riques,Espagnol,BRL
4148,Region_4148,ISO_4148,??tats-Unis,USA,GMT+2,Asie,Anglais,BRL
4149,Region_4149,ISO_4149,Br??sil,BRA,GMT+2,Europe,Portugais,BRL
4150,Region_4150,ISO_4150,France,FRA,GMT+4,Am??riques,Fran??ais,EUR
4151,Region_4151,ISO_4151,Allemagne,DEU,GMT+10,Asie,Allemand,USD
4152,Region_4152,ISO_4152,Espagne,ESP,GMT+9,Europe,Espagnol,BRL
4153,Region_4153,ISO_4153,??tats-Unis,USA,GMT+4,Am??riques,Anglais,BRL
4154,Region_4154,ISO_4154,Br??sil,BRA,GMT+10,Asie,Portugais,BRL
4155,Region_4155,ISO_4155,France,FRA,GMT+5,Europe,Fran??ais,EUR
4156,Region_4156,ISO_4156,Allemagne,DEU,GMT+8,Am??riques,Allemand,USD
4157,Region_4157,ISO_4157,Espagne,ESP,GMT+6,Asie,Espagnol,BRL
4158,Region_4158,ISO_4158,??tats-Unis,USA,GMT+3,Europe,Anglais,BRL
4159,Region_4159,ISO_4159,Br??sil,BRA,GMT+3,Am??riques,Portugais,BRL
4160,Region_4160,ISO_4160,France,FRA,GMT+11,Asie,Fran??ais,EUR
4161,Region_4161,ISO_4161,Allemagne,DEU,GMT+7,Europe,Allemand,USD
4162,Region_4162,ISO_4162,Espagne,ESP,GMT+9,Am??riques,Espagnol,BRL
4163,Region_4163,ISO_4163,??tats-Unis,USA,GMT+3,Asie,Anglais,BRL
4164,Region_4164,ISO_4164,Br??sil,BRA,GMT+8,Europe,Portugais,BRL
4165,Region_4165,ISO_4165,France,FRA,GMT+10,Am??riques,Fran??ais,EUR
4166,Region_4166,ISO_4166,Allemagne,DEU,GMT+10,Asie,Allemand,USD
4167,Region_4167,ISO_4167,Espagne,ESP,GMT+8,Europe,Espagnol,BRL
4168,Region_4168,ISO_4168,??tats-Unis,USA,GMT+9,Am??riques,Anglais,BRL
4169,Region_4169,ISO_4169,Br??sil,BRA,GMT+11,Asie,Portugais,BRL
4170,Region_4170,ISO_4170,France,FRA,GMT+3,Europe,Fran??ais,EUR
4171,Region_4171,ISO_4171,Allemagne,DEU,GMT+4,Am??riques,Allemand,USD
4172,Region_4172,ISO_4172,Espagne,ESP,GMT+8,Asie,Espagnol,BRL
4173,Region_4173,ISO_4173,??tats-Unis,USA,GMT+8,Europe,Anglais,BRL
4174,Region_4174,ISO_4174,Br??sil,BRA,GMT+6,Am??riques,Portugais,BRL
4175,Region_4175,ISO_4175,France,FRA,GMT+8,Asie,Fran??ais,EUR
4176,Region_4176,ISO_4176,Allemagne,DEU,GMT+7,Europe,Allemand,USD
4177,Region_4177,ISO_4177,Espagne,ESP,GMT+9,Am??riques,Espagnol,BRL
4178,Region_4178,ISO_4178,??tats-Unis,USA,GMT+3,Asie,Anglais,BRL
4179,Region_4179,ISO_4179,Br??sil,BRA,GMT+11,Europe,Portugais,BRL
4180,Region_4180,ISO_4180,France,FRA,GMT+2,Am??riques,Fran??ais,EUR
4181,Region_4181,ISO_4181,Allemagne,DEU,GMT+1,Asie,Allemand,USD
4182,Region_4182,ISO_4182,Espagne,ESP,GMT+4,Europe,Espagnol,BRL
4183,Region_4183,ISO_4183,??tats-Unis,USA,GMT+8,Am??riques,Anglais,BRL
4184,Region_4184,ISO_4184,Br??sil,BRA,GMT+6,Asie,Portugais,BRL
4185,Region_4185,ISO_4185,France,FRA,GMT+4,Europe,Fran??ais,EUR
4186,Region_4186,ISO_4186,Allemagne,DEU,GMT+4,Am??riques,Allemand,USD
4187,Region_4187,ISO_4187,Espagne,ESP,GMT+8,Asie,Espagnol,BRL
4188,Region_4188,ISO_4188,??tats-Unis,USA,GMT+4,Europe,Anglais,BRL
4189,Region_4189,ISO_4189,Br??sil,BRA,GMT+1,Am??riques,Portugais,BRL
4190,Region_4190,ISO_4190,France,FRA,GMT+7,Asie,Fran??ais,EUR
4191,Region_4191,ISO_4191,Allemagne,DEU,GMT+6,Europe,Allemand,USD
4192,Region_4192,ISO_4192,Espagne,ESP,GMT+1,Am??riques,Espagnol,BRL
4193,Region_4193,ISO_4193,??tats-Unis,USA,GMT+10,Asie,Anglais,BRL
4194,Region_4194,ISO_4194,Br??sil,BRA,GMT+9,Europe,Portugais,BRL
4195,Region_4195,ISO_4195,France,FRA,GMT+4,Am??riques,Fran??ais,EUR
4196,Region_4196,ISO_4196,Allemagne,DEU,GMT+2,Asie,Allemand,USD
4197,Region_4197,ISO_4197,Espagne,ESP,GMT+6,Europe,Espagnol,BRL
4198,Region_4198,ISO_4198,??tats-Unis,USA,GMT+9,Am??riques,Anglais,BRL
4199,Region_4199,ISO_4199,Br??sil,BRA,GMT+6,Asie,Portugais,BRL
4200,Region_4200,ISO_4200,France,FRA,GMT+3,Europe,Fran??ais,EUR
4201,Region_4201,ISO_4201,Allemagne,DEU,GMT+7,Am??riques,Allemand,USD
4202,Region_4202,ISO_4202,Espagne,ESP,GMT+11,Asie,Espagnol,BRL
4203,Region_4203,ISO_4203,??tats-Unis,USA,GMT+10,Europe,Anglais,BRL
4204,Region_4204,ISO_4204,Br??sil,BRA,GMT+9,Am??riques,Portugais,BRL
4205,Region_4205,ISO_4205,France,FRA,GMT+10,Asie,Fran??ais,EUR
4206,Region_4206,ISO_4206,Allemagne,DEU,GMT+7,Europe,Allemand,USD
4207,Region_4207,ISO_4207,Espagne,ESP,GMT+4,Am??riques,Espagnol,BRL
4208,Region_4208,ISO_4208,??tats-Unis,USA,GMT+1,Asie,Anglais,BRL
4209,Region_4209,ISO_4209,Br??sil,BRA,GMT+2,Europe,Portugais,BRL
4210,Region_4210,ISO_4210,France,FRA,GMT+4,Am??riques,Fran??ais,EUR
4211,Region_4211,ISO_4211,Allemagne,DEU,GMT+9,Asie,Allemand,USD
4212,Region_4212,ISO_4212,Espagne,ESP,GMT+7,Europe,Espagnol,BRL
4213,Region_4213,ISO_4213,??tats-Unis,USA,GMT+6,Am??riques,Anglais,BRL
4214,Region_4214,ISO_4214,Br??sil,BRA,GMT+11,Asie,Portugais,BRL
4215,Region_4215,ISO_4215,France,FRA,GMT+5,Europe,Fran??ais,EUR
4216,Region_4216,ISO_4216,Allemagne,DEU,GMT+11,Am??riques,Allemand,USD
4217,Region_4217,ISO_4217,Espagne,ESP,GMT+2,Asie,Espagnol,BRL
4218,Region_4218,ISO_4218,??tats-Unis,USA,GMT+11,Europe,Anglais,BRL
4219,Region_4219,ISO_4219,Br??sil,BRA,GMT+11,Am??riques,Portugais,BRL
4220,Region_4220,ISO_4220,France,FRA,GMT+11,Asie,Fran??ais,EUR
4221,Region_4221,ISO_4221,Allemagne,DEU,GMT+5,Europe,Allemand,USD
4222,Region_4222,ISO_4222,Espagne,ESP,GMT+2,Am??riques,Espagnol,BRL
4223,Region_4223,ISO_4223,??tats-Unis,USA,GMT+10,Asie,Anglais,BRL
4224,Region_4224,ISO_4224,Br??sil,BRA,GMT+10,Europe,Portugais,BRL
4225,Region_4225,ISO_4225,France,FRA,GMT+1,Am??riques,Fran??ais,EUR
4226,Region_4226,ISO_4226,Allemagne,DEU,GMT+7,Asie,Allemand,USD
4227,Region_4227,ISO_4227,Espagne,ESP,GMT+10,Europe,Espagnol,BRL
4228,Region_4228,ISO_4228,??tats-Unis,USA,GMT+2,Am??riques,Anglais,BRL
4229,Region_4229,ISO_4229,Br??sil,BRA,GMT+4,Asie,Portugais,BRL
4230,Region_4230,ISO_4230,France,FRA,GMT+3,Europe,Fran??ais,EUR
4231,Region_4231,ISO_4231,Allemagne,DEU,GMT+9,Am??riques,Allemand,USD
4232,Region_4232,ISO_4232,Espagne,ESP,GMT+4,Asie,Espagnol,BRL
4233,Region_4233,ISO_4233,??tats-Unis,USA,GMT+3,Europe,Anglais,BRL
4234,Region_4234,ISO_4234,Br??sil,BRA,GMT+9,Am??riques,Portugais,BRL
4235,Region_4235,ISO_4235,France,FRA,GMT+11,Asie,Fran??ais,EUR
4236,Region_4236,ISO_4236,Allemagne,DEU,GMT+10,Europe,Allemand,USD
4237,Region_4237,ISO_4237,Espagne,ESP,GMT+10,Am??riques,Espagnol,BRL
4238,Region_4238,ISO_4238,??tats-Unis,USA,GMT+1,Asie,Anglais,BRL
4239,Region_4239,ISO_4239,Br??sil,BRA,GMT+7,Europe,Portugais,BRL
4240,Region_4240,ISO_4240,France,FRA,GMT+5,Am??riques,Fran??ais,EUR
4241,Region_4241,ISO_4241,Allemagne,DEU,GMT+8,Asie,Allemand,USD
4242,Region_4242,ISO_4242,Espagne,ESP,GMT+5,Europe,Espagnol,BRL
4243,Region_4243,ISO_4243,??tats-Unis,USA,GMT+10,Am??riques,Anglais,BRL
4244,Region_4244,ISO_4244,Br??sil,BRA,GMT+7,Asie,Portugais,BRL
4245,Region_4245,ISO_4245,France,FRA,GMT+6,Europe,Fran??ais,EUR
4246,Region_4246,ISO_4246,Allemagne,DEU,GMT+11,Am??riques,Allemand,USD
4247,Region_4247,ISO_4247,Espagne,ESP,GMT+11,Asie,Espagnol,BRL
4248,Region_4248,ISO_4248,??tats-Unis,USA,GMT+1,Europe,Anglais,BRL
4249,Region_4249,ISO_4249,Br??sil,BRA,GMT+8,Am??riques,Portugais,BRL
4250,Region_4250,ISO_4250,France,FRA,GMT+3,Asie,Fran??ais,EUR
4251,Region_4251,ISO_4251,Allemagne,DEU,GMT+2,Europe,Allemand,USD
4252,Region_4252,ISO_4252,Espagne,ESP,GMT+11,Am??riques,Espagnol,BRL
4253,Region_4253,ISO_4253,??tats-Unis,USA,GMT+11,Asie,Anglais,BRL
4254,Region_4254,ISO_4254,Br??sil,BRA,GMT+5,Europe,Portugais,BRL
4255,Region_4255,ISO_4255,France,FRA,GMT+1,Am??riques,Fran??ais,EUR
4256,Region_4256,ISO_4256,Allemagne,DEU,GMT+7,Asie,Allemand,USD
4875,Region_4875,ISO_4875,France,FRA,GMT+2,Europe,Fran??ais,EUR
4876,Region_4876,ISO_4876,Allemagne,DEU,GMT+2,Am??riques,Allemand,USD
4877,Region_4877,ISO_4877,Espagne,ESP,GMT+4,Asie,Espagnol,BRL
4878,Region_4878,ISO_4878,??tats-Unis,USA,GMT+2,Europe,Anglais,BRL
4879,Region_4879,ISO_4879,Br??sil,BRA,GMT+9,Am??riques,Portugais,BRL
4880,Region_4880,ISO_4880,France,FRA,GMT+2,Asie,Fran??ais,EUR
4881,Region_4881,ISO_4881,Allemagne,DEU,GMT+1,Europe,Allemand,USD
4882,Region_4882,ISO_4882,Espagne,ESP,GMT+9,Am??riques,Espagnol,BRL
4883,Region_4883,ISO_4883,??tats-Unis,USA,GMT+3,Asie,Anglais,BRL
4884,Region_4884,ISO_4884,Br??sil,BRA,GMT+9,Europe,Portugais,BRL
4885,Region_4885,ISO_4885,France,FRA,GMT+10,Am??riques,Fran??ais,EUR
4886,Region_4886,ISO_4886,Allemagne,DEU,GMT+11,Asie,Allemand,USD
4887,Region_4887,ISO_4887,Espagne,ESP,GMT+7,Europe,Espagnol,BRL
4888,Region_4888,ISO_4888,??tats-Unis,USA,GMT+5,Am??riques,Anglais,BRL
4889,Region_4889,ISO_4889,Br??sil,BRA,GMT+11,Asie,Portugais,BRL
4890,Region_4890,ISO_4890,France,FRA,GMT+11,Europe,Fran??ais,EUR
4891,Region_4891,ISO_4891,Allemagne,DEU,GMT+5,Am??riques,Allemand,USD
4892,Region_4892,ISO_4892,Espagne,ESP,GMT+5,Asie,Espagnol,BRL
4893,Region_4893,ISO_4893,??tats-Unis,USA,GMT+8,Europe,Anglais,BRL
4894,Region_4894,ISO_4894,Br??sil,BRA,GMT+2,Am??riques,Portugais,BRL
4895,Region_4895,ISO_4895,France,FRA,GMT+11,Asie,Fran??ais,EUR
4896,Region_4896,ISO_4896,Allemagne,DEU,GMT+4,Europe,Allemand,USD
4897,Region_4897,ISO_4897,Espagne,ESP,GMT+5,Am??riques,Espagnol,BRL
4898,Region_4898,ISO_4898,??tats-Unis,USA,GMT+5,Asie,Anglais,BRL
4899,Region_4899,ISO_4899,Br??sil,BRA,GMT+1,Europe,Portugais,BRL
4900,Region_4900,ISO_4900,France,FRA,GMT+5,Am??riques,Fran??ais,EUR
4901,Region_4901,ISO_4901,Allemagne,DEU,GMT+7,Asie,Allemand,USD
4902,Region_4902,ISO_4902,Espagne,ESP,GMT+3,Europe,Espagnol,BRL
4903,Region_4903,ISO_4903,??tats-Unis,USA,GMT+2,Am??riques,Anglais,BRL
4904,Region_4904,ISO_4904,Br??sil,BRA,GMT+3,Asie,Portugais,BRL
4905,Region_4905,ISO_4905,France,FRA,GMT+1,Europe,Fran??ais,EUR
4906,Region_4906,ISO_4906,Allemagne,DEU,GMT+9,Am??riques,Allemand,USD
4907,Region_4907,ISO_4907,Espagne,ESP,GMT+4,Asie,Espagnol,BRL
4908,Region_4908,ISO_4908,??tats-Unis,USA,GMT+3,Europe,Anglais,BRL
4909,Region_4909,ISO_4909,Br??sil,BRA,GMT+11,Am??riques,Portugais,BRL
4910,Region_4910,ISO_4910,France,FRA,GMT+9,Asie,Fran??ais,EUR
4911,Region_4911,ISO_4911,Allemagne,DEU,GMT+5,Europe,Allemand,USD
4912,Region_4912,ISO_4912,Espagne,ESP,GMT+4,Am??riques,Espagnol,BRL
4913,Region_4913,ISO_4913,??tats-Unis,USA,GMT+6,Asie,Anglais,BRL
4914,Region_4914,ISO_4914,Br??sil,BRA,GMT+8,Europe,Portugais,BRL
4915,Region_4915,ISO_4915,France,FRA,GMT+4,Am??riques,Fran??ais,EUR
4916,Region_4916,ISO_4916,Allemagne,DEU,GMT+2,Asie,Allemand,USD
4917,Region_4917,ISO_4917,Espagne,ESP,GMT+5,Europe,Espagnol,BRL
4918,Region_4918,ISO_4918,??tats-Unis,USA,GMT+8,Am??riques,Anglais,BRL
4919,Region_4919,ISO_4919,Br??sil,BRA,GMT+9,Asie,Portugais,BRL
4920,Region_4920,ISO_4920,France,FRA,GMT+3,Europe,Fran??ais,EUR
4921,Region_4921,ISO_4921,Allemagne,DEU,GMT+6,Am??riques,Allemand,USD
4922,Region_4922,ISO_4922,Espagne,ESP,GMT+6,Asie,Espagnol,BRL
4923,Region_4923,ISO_4923,??tats-Unis,USA,GMT+5,Europe,Anglais,BRL
4924,Region_4924,ISO_4924,Br??sil,BRA,GMT+6,Am??riques,Portugais,BRL
4925,Region_4925,ISO_4925,France,FRA,GMT+3,Asie,Fran??ais,EUR
4926,Region_4926,ISO_4926,Allemagne,DEU,GMT+4,Europe,Allemand,USD
4927,Region_4927,ISO_4927,Espagne,ESP,GMT+1,Am??riques,Espagnol,BRL
4928,Region_4928,ISO_4928,??tats-Unis,USA,GMT+2,Asie,Anglais,BRL
4929,Region_4929,ISO_4929,Br??sil,BRA,GMT+7,Europe,Portugais,BRL
4930,Region_4930,ISO_4930,France,FRA,GMT+3,Am??riques,Fran??ais,EUR
4931,Region_4931,ISO_4931,Allemagne,DEU,GMT+7,Asie,Allemand,USD
4932,Region_4932,ISO_4932,Espagne,ESP,GMT+11,Europe,Espagnol,BRL
4933,Region_4933,ISO_4933,??tats-Unis,USA,GMT+5,Am??riques,Anglais,BRL
4934,Region_4934,ISO_4934,Br??sil,BRA,GMT+11,Asie,Portugais,BRL
4935,Region_4935,ISO_4935,France,FRA,GMT+5,Europe,Fran??ais,EUR
4936,Region_4936,ISO_4936,Allemagne,DEU,GMT+2,Am??riques,Allemand,USD
4937,Region_4937,ISO_4937,Espagne,ESP,GMT+7,Asie,Espagnol,BRL
4938,Region_4938,ISO_4938,??tats-Unis,USA,GMT+6,Europe,Anglais,BRL
4939,Region_4939,ISO_4939,Br??sil,BRA,GMT+11,Am??riques,Portugais,BRL
4940,Region_4940,ISO_4940,France,FRA,GMT+10,Asie,Fran??ais,EUR
4941,Region_4941,ISO_4941,Allemagne,DEU,GMT+9,Europe,Allemand,USD
4942,Region_4942,ISO_4942,Espagne,ESP,GMT+11,Am??riques,Espagnol,BRL
4943,Region_4943,ISO_4943,??tats-Unis,USA,GMT+9,Asie,Anglais,BRL
4944,Region_4944,ISO_4944,Br??sil,BRA,GMT+5,Europe,Portugais,BRL
4945,Region_4945,ISO_4945,France,FRA,GMT+8,Am??riques,Fran??ais,EUR
4946,Region_4946,ISO_4946,Allemagne,DEU,GMT+9,Asie,Allemand,USD
4947,Region_4947,ISO_4947,Espagne,ESP,GMT+6,Europe,Espagnol,BRL
4948,Region_4948,ISO_4948,??tats-Unis,USA,GMT+1,Am??riques,Anglais,BRL
4949,Region_4949,ISO_4949,Br??sil,BRA,GMT+9,Asie,Portugais,BRL
4950,Region_4950,ISO_4950,France,FRA,GMT+9,Europe,Fran??ais,EUR
4951,Region_4951,ISO_4951,Allemagne,DEU,GMT+6,Am??riques,Allemand,USD
4952,Region_4952,ISO_4952,Espagne,ESP,GMT+10,Asie,Espagnol,BRL
4953,Region_4953,ISO_4953,??tats-Unis,USA,GMT+11,Europe,Anglais,BRL
4954,Region_4954,ISO_4954,Br??sil,BRA,GMT+5,Am??riques,Portugais,BRL
4955,Region_4955,ISO_4955,France,FRA,GMT+10,Asie,Fran??ais,EUR
4956,Region_4956,ISO_4956,Allemagne,DEU,GMT+10,Europe,Allemand,USD
4957,Region_4957,ISO_4957,Espagne,ESP,GMT+7,Am??riques,Espagnol,BRL
4958,Region_4958,ISO_4958,??tats-Unis,USA,GMT+3,Asie,Anglais,BRL
4959,Region_4959,ISO_4959,Br??sil,BRA,GMT+5,Europe,Portugais,BRL
4960,Region_4960,ISO_4960,France,FRA,GMT+8,Am??riques,Fran??ais,EUR
4961,Region_4961,ISO_4961,Allemagne,DEU,GMT+1,Asie,Allemand,USD
4962,Region_4962,ISO_4962,Espagne,ESP,GMT+10,Europe,Espagnol,BRL
4963,Region_4963,ISO_4963,??tats-Unis,USA,GMT+2,Am??riques,Anglais,BRL
4964,Region_4964,ISO_4964,Br??sil,BRA,GMT+4,Asie,Portugais,BRL
4965,Region_4965,ISO_4965,France,FRA,GMT+9,Europe,Fran??ais,EUR
4966,Region_4966,ISO_4966,Allemagne,DEU,GMT+9,Am??riques,Allemand,USD
4967,Region_4967,ISO_4967,Espagne,ESP,GMT+6,Asie,Espagnol,BRL
4968,Region_4968,ISO_4968,??tats-Unis,USA,GMT+1,Europe,Anglais,BRL
4969,Region_4969,ISO_4969,Br??sil,BRA,GMT+3,Am??riques,Portugais,BRL
4970,Region_4970,ISO_4970,France,FRA,GMT+4,Asie,Fran??ais,EUR
4971,Region_4971,ISO_4971,Allemagne,DEU,GMT+11,Europe,Allemand,USD
4972,Region_4972,ISO_4972,Espagne,ESP,GMT+2,Am??riques,Espagnol,BRL
4973,Region_4973,ISO_4973,??tats-Unis,USA,GMT+7,Asie,Anglais,BRL
4974,Region_4974,ISO_4974,Br??sil,BRA,GMT+7,Europe,Portugais,BRL
4975,Region_4975,ISO_4975,France,FRA,GMT+8,Am??riques,Fran??ais,EUR
4976,Region_4976,ISO_4976,Allemagne,DEU,GMT+2,Asie,Allemand,USD
4977,Region_4977,ISO_4977,Espagne,ESP,GMT+3,Europe,Espagnol,BRL
4978,Region_4978,ISO_4978,??tats-Unis,USA,GMT+10,Am??riques,Anglais,BRL
4979,Region_4979,ISO_4979,Br??sil,BRA,GMT+6,Asie,Portugais,BRL
4980,Region_4980,ISO_4980,France,FRA,GMT+11,Europe,Fran??ais,EUR
4981,Region_4981,ISO_4981,Allemagne,DEU,GMT+1,Am??riques,Allemand,USD
4982,Region_4982,ISO_4982,Espagne,ESP,GMT+7,Asie,Espagnol,BRL
4983,Region_4983,ISO_4983,??tats-Unis,USA,GMT+1,Europe,Anglais,BRL
4984,Region_4984,ISO_4984,Br??sil,BRA,GMT+7,Am??riques,Portugais,BRL
4985,Region_4985,ISO_4985,France,FRA,GMT+7,Asie,Fran??ais,EUR
