"ID_UTILISATEUR","DATE_NAISSANCE","PAYS_INSCRIPTION","DATE_INSCRIPTION","ANNEE_INSCRIPTION","MOIS_INSCRIPTION"
"4788","05/05/1983","Allemagne","03/01/2022",2024,9
"4795","25/05/1991","Allemagne","13/05/2022",2023,7
"4799","09/03/2005","Allemagne","21/01/2023",2021,5
"4809","01/08/2004","Allemagne","04/10/2021",2021,6
"4812","16/12/1980","Allemagne","20/12/2022",2021,1
"4820","27/11/2007","Allemagne","14/11/2024",2020,3
"4835","22/08/2002","Allemagne","28/05/2024",2022,8
"4837","09/05/1982","Allemagne","14/02/2022",2021,11
"4838","04/06/1990","Allemagne","12/12/2024",2021,3
"4839","12/02/1995","Allemagne","18/04/2024",2023,3
"4840","25/02/2009","Allemagne","17/10/2023",2020,5
"4844","24/12/1993","Allemagne","03/11/2022",2020,8
"4846","24/10/2003","Allemagne","26/03/2024",2021,12
"4847","07/12/2004","Allemagne","29/06/2021",2024,5
"4860","08/11/1981","Allemagne","19/06/2023",2022,7
"4863","21/11/2001","Allemagne","21/01/2021",2025,8
"4869","08/07/1991","Allemagne","17/07/2021",2024,10
"4872","19/06/1994","Allemagne","23/04/2020",2021,6
"4875","22/06/1982","Allemagne","25/02/2023",2022,6
"4879","07/02/2004","Allemagne","02/01/2021",2022,5
"4883","14/12/2008","Allemagne","08/05/2024",2023,5
"4887","13/08/2006","Allemagne","06/12/2024",2022,6
"4893","21/06/1985","Allemagne","27/06/2022",2022,12
"4894","08/07/2003","Allemagne","21/12/2021",2025,3
"4904","20/10/1995","Allemagne","27/10/2022",2024,10
"4908","07/02/1988","Allemagne","12/05/2025",2024,4
"4912","14/09/1982","Allemagne","18/10/2023",2021,1
"4913","17/11/1992","Allemagne","12/04/2023",2024,4
"4916","19/09/1999","Allemagne","03/02/2022",2023,1
"4922","27/09/1996","Allemagne","22/09/2024",2022,11
"4923","02/12/1993","Allemagne","17/01/2022",2020,6
"4926","20/04/2005","Allemagne","12/10/2020",2021,11
"4932","04/12/2003","Allemagne","15/03/2020",2021,6
"4935","26/04/2002","Allemagne","23/10/2021",2021,3
"4949","24/04/2008","Allemagne","21/03/2024",2020,9
"4958","01/03/2008","Allemagne","09/11/2022",2022,10
"4962","02/10/2009","Allemagne","05/09/2021",2023,9
"4965","29/10/2009","Allemagne","19/05/2024",2021,10
"4979","17/05/1996","Allemagne","01/01/2024",2021,3
"4980","28/03/2008","Allemagne","18/04/2025",2022,1
"4985","24/10/2007","Allemagne","07/01/2022",2023,8
"4987","15/10/1984","Allemagne","19/09/2021",2021,5
"4997","10/01/1987","Allemagne","15/10/2023",2021,1
"5000","09/04/1998","Allemagne","19/03/2023",2021,1
"5002","13/11/2004","Allemagne","10/03/2020",2022,9
"5004","03/05/2005","Allemagne","19/06/2025",2023,1
"5017","10/05/1993","Allemagne","04/01/2023",2024,6
"5018","01/03/1999","Allemagne","30/01/2020",2020,6
"5020","25/12/1981","Allemagne","10/11/2020",2022,10
"5022","06/02/2002","Allemagne","03/12/2021",2024,8
"5034","18/01/1989","Allemagne","29/08/2022",2020,1
"5036","29/12/1993","Allemagne","11/09/2020",2025,1
"5039","07/11/2001","Allemagne","18/06/2024",2021,10
"5044","12/03/1987","Allemagne","19/07/2022",2025,3
"5060","10/12/1994","Allemagne","22/10/2023",2021,8
"5066","12/06/2000","Allemagne","17/08/2022",2021,9
"5068","25/04/1999","Allemagne","16/01/2021",2024,7
"5073","19/02/1985","Allemagne","10/08/2021",2023,10
"5075","05/12/1982","Allemagne","31/12/2020",2025,3
"5077","05/08/1995","Allemagne","26/04/2024",2021,11
"5078","14/01/1994","Allemagne","17/09/2022",2023,3
"5079","21/07/1984","Allemagne","29/04/2025",2020,10
"5082","30/06/2002","Allemagne","31/07/2020",2022,8
"5083","18/12/1981","Allemagne","13/11/2024",2022,10
"5086","09/11/1992","Allemagne","27/04/2023",2022,1
"5087","12/05/2008","Allemagne","11/03/2024",2023,6
"5093","24/01/1989","Allemagne","26/12/2024",2021,4
"5095","26/11/2000","Allemagne","20/05/2021",2022,8
"5097","27/01/2008","Allemagne","02/04/2024",2021,4
"5098","18/06/1985","Allemagne","28/11/2021",2022,8
"5099","14/07/1995","Allemagne","02/10/2023",2022,3
"5100","11/03/1991","Allemagne","09/08/2022",2020,5
"5109","01/12/1997","Allemagne","30/09/2024",2021,7
"5117","13/11/2001","Allemagne","27/01/2024",2020,2
"5118","22/06/2004","Allemagne","01/02/2021",2022,10
"5119","03/12/2008","Allemagne","27/05/2023",2023,7
"5120","17/08/1987","Allemagne","16/11/2021",2023,6
"5122","28/04/1990","Allemagne","06/08/2024",2024,2
"5126","21/01/1997","Allemagne","07/11/2022",2024,9
"5127","06/09/2009","Allemagne","02/10/2020",2021,11
"5129","01/06/1991","Allemagne","21/02/2021",2023,8
"5133","10/10/1999","Allemagne","15/10/2023",2025,7
"5134","29/11/2000","Allemagne","21/05/2022",2021,6
"5139","29/08/1980","Allemagne","04/08/2023",2023,12
"5146","08/06/2006","Allemagne","29/06/2020",2023,1
"5150","31/12/1998","Allemagne","03/08/2024",2025,1
"5159","15/11/2002","Allemagne","29/01/2021",2025,12
"5164","22/03/2003","Allemagne","26/09/2023",2024,5
"5166","09/07/2003","Allemagne","28/07/2020",2024,9
"5167","02/01/1983","Allemagne","30/03/2023",2023,2
"5174","17/12/1986","Allemagne","16/04/2022",2023,11
"5183","05/08/1997","Allemagne","17/12/2021",2020,4
"5184","19/12/1997","Allemagne","08/05/2025",2020,11
"5189","14/01/2000","Allemagne","16/02/2024",2024,6
"5192","07/04/1996","Allemagne","25/05/2022",2020,2
"5194","09/08/1986","Allemagne","02/05/2020",2023,4
"5199","11/10/1980","Allemagne","13/01/2021",2020,1
"5201","26/03/1998","Allemagne","09/10/2024",2020,1
"5205","22/01/1980","Allemagne","28/02/2020",2024,9
"5210","15/03/1989","Allemagne","30/03/2022",2023,5
"5212","26/09/1988","Allemagne","21/04/2022",2021,11
"5217","13/05/1983","Allemagne","20/01/2021",2021,4
"5222","12/10/1985","Allemagne","26/05/2025",2024,11
"5223","20/11/1997","Allemagne","19/01/2021",2022,12
"5225","21/12/2009","Allemagne","16/05/2022",2020,6
"5227","08/09/2006","Allemagne","12/06/2025",2021,12
"5228","06/09/2009","Allemagne","18/06/2020",2021,10
"5230","10/08/1993","Allemagne","04/06/2025",2023,9
"5233","31/10/1981","Allemagne","18/03/2024",2024,10
"5234","06/01/1984","Allemagne","07/11/2020",2022,6
"5241","13/04/1996","Allemagne","16/08/2023",2023,8
"5244","11/10/1987","Allemagne","25/09/2022",2022,3
"5246","26/04/1983","Allemagne","27/01/2024",2020,10
"5247","15/11/2001","Allemagne","11/05/2020",2024,2
"5249","23/05/1999","Allemagne","10/08/2024",2021,12
"5252","04/09/1997","Allemagne","01/07/2023",2022,2
"5254","10/03/2004","Allemagne","21/08/2022",2022,4
"5257","30/07/2002","Allemagne","13/02/2022",2024,10
"5262","09/12/1999","Allemagne","04/02/2022",2024,1
"5264","24/02/2008","Allemagne","14/05/2023",2023,11
"5273","11/02/1983","Allemagne","08/05/2025",2023,10
"5275","11/02/1994","Allemagne","29/05/2021",2021,9
"5276","14/04/2006","Allemagne","06/02/2025",2023,7
"5280","10/06/2003","Allemagne","26/07/2024",2020,6
"5283","23/09/1980","Allemagne","10/11/2020",2020,4
"5285","18/05/1985","Allemagne","26/09/2023",2021,5
"5294","01/01/1997","Allemagne","10/05/2023",2024,7
"5295","03/10/1983","Allemagne","29/09/2021",2021,1
"5296","22/05/1981","Allemagne","20/06/2021",2020,1
"5297","25/07/1992","Allemagne","08/02/2022",2024,12
"5303","21/09/1999","Allemagne","13/08/2022",2023,11
"5306","08/02/1987","Allemagne","16/05/2020",2024,6
"5310","22/02/2002","Allemagne","21/04/2023",2023,5
"5312","27/02/1987","Allemagne","18/07/2023",2023,5
"5313","29/08/1995","Allemagne","16/05/2024",2025,4
"5326","21/04/2006","Allemagne","20/03/2022",2022,4
"5328","05/11/2003","Allemagne","21/02/2022",2023,2
"5331","07/12/1996","Allemagne","23/07/2020",2025,8
"5333","06/04/1981","Allemagne","27/01/2021",2022,12
"5334","10/01/1987","Allemagne","10/11/2024",2021,8
"5338","19/05/1994","Allemagne","06/07/2022",2025,3
"5339","20/04/2003","Allemagne","10/12/2021",2024,3
"5342","12/11/2002","Allemagne","17/03/2022",2021,6
"5347","01/01/2003","Allemagne","24/01/2024",2024,2
"5351","04/08/2003","Allemagne","07/06/2024",2020,1
"5352","10/07/2003","Allemagne","20/04/2022",2020,5
"5361","21/06/2000","Allemagne","14/12/2020",2023,3
"5364","12/01/1983","Allemagne","23/05/2024",2023,3
"5370","09/04/2009","Allemagne","19/02/2024",2025,7
"5378","30/07/1981","Allemagne","11/09/2021",2022,8
"5379","16/01/1985","Allemagne","12/01/2025",2020,11
"5383","19/07/2000","Allemagne","15/04/2021",2023,5
"5387","16/05/2002","Allemagne","11/03/2020",2020,4
"5390","03/03/1987","Allemagne","20/11/2022",2023,1
"5392","05/06/1987","Allemagne","04/11/2021",2020,9
"5404","01/01/2001","Allemagne","09/02/2023",2020,6
"5405","18/08/1990","Allemagne","08/02/2022",2021,4
"5415","08/11/1984","Allemagne","30/05/2021",2023,12
"5418","08/05/1983","Allemagne","14/02/2021",2021,7
"5428","07/09/1995","Allemagne","09/02/2023",2023,7
"5430","06/11/2002","Allemagne","10/06/2025",2022,5
"5431","06/11/1991","Allemagne","26/03/2023",2023,1
"5433","02/06/2007","Allemagne","21/08/2021",2022,8
"5435","27/03/1990","Allemagne","05/10/2020",2025,10
"5439","28/10/1984","Allemagne","15/11/2022",2025,4
"5443","12/05/1999","Allemagne","21/05/2021",2023,8
"5445","05/02/1980","Allemagne","03/03/2023",2022,8
"5452","10/01/1984","Allemagne","27/05/2022",2025,7
"5455","16/07/2008","Allemagne","25/04/2025",2023,4
"5458","29/07/1989","Allemagne","05/07/2023",2021,11
"5466","05/07/2001","Allemagne","08/12/2023",2020,1
"5473","04/02/1987","Allemagne","18/03/2023",2024,5
"5477","25/02/2006","Allemagne","05/03/2025",2021,3
"5482","28/07/1999","Allemagne","18/12/2024",2020,4
"5495","29/01/1990","Allemagne","10/02/2025",2020,6
"5496","19/07/1991","Allemagne","13/01/2023",2020,8
"5497","15/05/1995","Allemagne","20/10/2024",2020,5
"5500","23/02/1993","Allemagne","18/02/2022",2020,12
"5501","14/03/1996","Allemagne","24/09/2020",2024,4
"5502","02/06/1994","Allemagne","12/09/2023",2022,6
"5503","28/07/1993","Allemagne","29/04/2021",2022,3
"5505","08/11/2005","Allemagne","14/09/2023",2021,3
"5512","30/04/1989","Allemagne","06/03/2022",2023,7
"5515","27/08/1991","Allemagne","26/02/2025",2023,10
"5518","06/02/1993","Allemagne","31/10/2021",2023,5
"5521","18/09/1984","Allemagne","09/11/2021",2025,2
"5524","02/06/1982","Allemagne","06/02/2020",2020,10
"5526","24/03/1999","Allemagne","08/08/2023",2020,11
"5529","27/08/2006","Allemagne","07/02/2024",2020,6
"5534","07/05/2006","Allemagne","10/03/2025",2024,7
"5535","07/12/1986","Allemagne","23/03/2025",2024,2
"5536","16/02/1988","Allemagne","13/04/2024",2022,8
"5540","16/12/1992","Allemagne","05/09/2023",2020,12
"5554","07/11/1999","Allemagne","17/07/2020",2021,6
"5560","09/07/2003","Allemagne","18/07/2024",2020,9
"5564","23/02/1990","Allemagne","03/04/2025",2021,6
"5565","08/06/1986","Allemagne","28/09/2021",2021,5
"5567","08/08/1998","Allemagne","18/09/2022",2021,6
"5568","10/03/2003","Allemagne","09/06/2021",2021,7
"5575","18/04/1993","Allemagne","13/06/2025",2024,5
"5577","08/07/1998","Allemagne","14/01/2023",2020,6
"5578","20/05/1988","Allemagne","14/02/2024",2024,4
"5583","22/09/1991","Allemagne","05/07/2022",2020,5
"5593","08/02/1998","Allemagne","29/05/2025",2020,3
"5597","10/09/1982","Allemagne","22/01/2021",2025,9
"5608","07/05/1980","Allemagne","17/12/2021",2023,3
"5609","25/04/1992","Allemagne","04/09/2024",2021,9
"5615","16/07/2008","Allemagne","04/02/2023",2021,11
"5616","02/10/2007","Allemagne","21/06/2024",2021,12
"5618","13/05/1989","Allemagne","16/09/2023",2023,7
"5619","04/08/1984","Allemagne","08/12/2023",2020,4
"5623","24/09/2007","Allemagne","07/05/2024",2021,8
"5626","21/09/1985","Allemagne","15/05/2020",2023,6
"5627","08/06/1993","Allemagne","26/12/2021",2021,7
"5629","02/07/1999","Allemagne","14/08/2022",2022,4
"5638","26/02/2007","Allemagne","18/07/2020",2021,7
"5639","13/12/2004","Allemagne","10/11/2023",2024,11
"5641","01/08/1986","Allemagne","02/12/2023",2022,7
"5654","23/03/2004","Allemagne","31/01/2020",2021,8
"5668","12/09/1985","Allemagne","17/11/2024",2024,7
"5673","21/02/1988","Allemagne","15/07/2022",2021,5
"5674","20/05/2008","Allemagne","12/08/2024",2021,1
"5691","11/10/2003","Allemagne","21/06/2020",2020,4
"5692","25/12/1986","Allemagne","25/02/2024",2024,1
"5693","27/03/1992","Allemagne","09/01/2021",2020,11
"5701","11/07/1987","Allemagne","15/05/2023",2022,5
"5707","25/10/1987","Allemagne","22/05/2023",2024,8
"5718","25/12/2006","Allemagne","02/06/2020",2022,1
"5719","12/10/1996","Allemagne","09/06/2022",2020,9
"5721","07/01/1980","Allemagne","01/03/2021",2023,8
"5723","13/01/2002","Allemagne","08/11/2024",2023,11
"5725","10/01/2000","Allemagne","11/07/2023",2022,3
"5733","04/09/2005","Allemagne","24/05/2023",2022,2
"5737","27/10/1980","Allemagne","25/01/2024",2020,2
"5742","15/09/1996","Allemagne","23/08/2020",2020,3
"5744","13/09/1992","Allemagne","04/01/2021",2024,2
"5745","16/02/1982","Allemagne","16/03/2020",2025,1
"5755","20/04/1981","Allemagne","04/07/2021",2024,7
"5769","29/05/1994","Allemagne","08/09/2024",2023,2
"5771","15/03/2003","Allemagne","15/07/2024",2024,2
"5773","06/03/1986","Allemagne","20/06/2025",2024,7
"5779","04/05/2006","Allemagne","29/07/2023",2021,12
"5780","30/06/2008","Allemagne","20/04/2023",2022,4
"5788","14/12/2009","Allemagne","17/07/2024",2021,11
"5791","23/02/1983","Allemagne","31/03/2021",2025,2
"5792","01/05/2009","Allemagne","16/02/2023",2020,10
"5795","09/04/1993","Allemagne","29/12/2022",2024,6
"5797","08/05/1988","Allemagne","27/02/2021",2021,4
"5808","05/01/1980","Allemagne","20/01/2022",2023,10
"5818","03/10/1995","Allemagne","01/01/2025",2023,6
"5819","17/07/1998","Allemagne","02/03/2020",2022,8
"5823","11/03/1988","Allemagne","10/01/2021",2023,6
"5831","20/10/1994","Allemagne","05/01/2020",2022,10
"5844","15/08/1984","Allemagne","04/03/2022",2020,9
"5848","02/09/1986","Allemagne","16/01/2025",2021,7
"5850","19/11/1989","Allemagne","31/03/2022",2023,2
"5853","28/07/1985","Allemagne","27/04/2022",2024,11
"5856","15/02/1992","Allemagne","02/08/2024",2023,2
"5859","07/04/2008","Allemagne","19/06/2024",2024,12
"5861","26/06/1999","Allemagne","08/04/2020",2020,11
"5870","25/05/1999","Allemagne","20/04/2025",2023,3
"5873","16/09/1984","Allemagne","13/04/2025",2023,10
"5875","23/10/2000","Allemagne","27/01/2025",2024,5
"5876","15/01/1992","Allemagne","17/03/2023",2024,12
"5877","20/03/2002","Allemagne","14/05/2021",2021,6
"5880","03/02/2007","Allemagne","06/12/2020",2023,11
"5886","03/12/1985","Allemagne","03/06/2024",2025,12
"5887","10/10/1988","Allemagne","23/11/2020",2023,8
"5892","15/08/1987","Allemagne","19/11/2023",2022,6
"5893","05/04/1990","Allemagne","09/12/2022",2023,9
"5894","12/04/2002","Allemagne","25/08/2021",2021,12
"5897","17/05/1994","Allemagne","21/01/2020",2020,12
"5907","05/11/1989","Allemagne","20/03/2023",2024,5
"5911","18/09/1998","Allemagne","24/07/2021",2021,10
"5917","20/03/1995","Allemagne","22/04/2021",2022,3
"5931","30/03/1985","Allemagne","09/11/2023",2022,7
"5933","04/08/1990","Allemagne","08/09/2022",2023,10
"5935","24/12/1986","Allemagne","24/11/2022",2022,9
"5937","17/04/1988","Allemagne","09/06/2025",2023,11
"5939","11/01/1987","Allemagne","06/04/2022",2024,8
"5942","08/02/1981","Allemagne","16/04/2022",2022,6
"5948","14/05/1980","Allemagne","09/08/2024",2020,10
"5956","12/04/2004","Allemagne","13/03/2021",2023,2
"5957","14/03/2006","Allemagne","27/02/2020",2021,2
"5958","27/08/2009","Allemagne","25/11/2023",2020,11
"5963","31/01/1995","Allemagne","06/01/2022",2022,2
"5968","13/07/1980","Allemagne","04/07/2020",2023,6
"5973","01/10/2008","Allemagne","03/01/2024",2024,7
"5976","10/03/2000","Allemagne","06/09/2024",2024,6
"5978","09/11/1981","Allemagne","13/04/2025",2021,10
"5979","29/05/1981","Allemagne","16/02/2025",2021,7
"5984","21/07/2006","Allemagne","19/10/2023",2024,12
"5986","09/09/1998","Allemagne","15/11/2020",2021,2
"5990","22/12/1984","Allemagne","12/08/2024",2025,11
"5992","09/12/1985","Allemagne","16/06/2024",2021,5
"5994","19/07/1983","Allemagne","09/03/2023",2020,8
"5995","06/03/2005","Allemagne","11/04/2022",2024,11
"6000","03/06/2000","Allemagne","05/03/2024",2022,9
"6018","14/05/1990","Allemagne","13/05/2021",2023,10
"6019","02/11/1991","Allemagne","19/05/2023",2023,12
"6023","26/10/1986","Allemagne","14/08/2024",2022,7
"6024","15/04/2005","Allemagne","15/04/2023",2021,6
"6025","17/07/1983","Allemagne","26/04/2020",2021,12
"6031","19/06/1996","Allemagne","03/07/2021",2024,1
"6034","25/04/1998","Allemagne","04/10/2021",2024,3
"6035","13/03/1985","Allemagne","04/02/2024",2022,10
"6036","01/08/1993","Allemagne","12/02/2024",2024,8
"6039","26/10/1999","Allemagne","25/04/2025",2020,2
"6040","21/05/2002","Allemagne","27/04/2021",2024,1
"6041","20/02/1982","Allemagne","17/07/2021",2020,11
"6043","13/09/1999","Allemagne","20/05/2025",2025,9
"6044","23/06/1986","Allemagne","20/05/2022",2023,2
"6047","14/04/1999","Allemagne","23/05/2023",2020,11
"6050","27/09/2003","Allemagne","02/03/2025",2022,4
"6052","10/03/1986","Allemagne","24/05/2024",2023,1
"6053","17/10/1989","Allemagne","20/06/2020",2020,2
"6060","02/05/1980","Allemagne","03/06/2023",2021,2
"6062","10/10/2007","Allemagne","20/11/2021",2025,4
"6067","17/01/1994","Allemagne","16/12/2023",2021,2
"6070","21/07/1992","Allemagne","07/07/2022",2025,6
"6072","09/02/2009","Allemagne","08/11/2020",2025,2
"6074","03/01/2007","Allemagne","31/08/2021",2022,9
"6077","18/05/1987","Allemagne","06/04/2025",2021,1
"6078","01/01/2006","Allemagne","04/11/2022",2022,3
"6080","03/05/1996","Allemagne","21/11/2021",2021,11
"6091","03/06/1983","Allemagne","30/09/2022",2021,8
"6092","12/07/1980","Allemagne","27/03/2020",2021,7
"6095","03/07/1988","Allemagne","06/02/2023",2024,10
"6101","25/09/1999","Allemagne","11/01/2025",2020,10
"6103","06/08/1993","Allemagne","13/12/2023",2021,4
"6106","19/11/1996","Allemagne","26/01/2024",2024,10
"6108","26/05/2006","Allemagne","24/06/2022",2025,6
"6111","08/10/1987","Allemagne","07/03/2023",2021,10
"6114","21/02/2009","Allemagne","17/08/2023",2024,11
"6124","17/04/1995","Allemagne","15/06/2022",2020,12
"6148","18/03/2006","Allemagne","01/07/2022",2024,11
"6151","05/01/1988","Allemagne","21/02/2023",2025,8
"6153","21/09/1980","Allemagne","08/12/2024",2024,7
"6155","31/10/1987","Allemagne","06/06/2022",2023,11
"6156","02/01/2008","Allemagne","25/02/2024",2023,7
"6157","08/12/2009","Allemagne","01/12/2020",2025,9
"6159","20/08/1998","Allemagne","04/04/2022",2023,12
"6161","23/02/1994","Allemagne","08/04/2022",2021,4
"6165","02/03/1989","Allemagne","24/07/2024",2022,7
"6169","17/01/1997","Allemagne","03/07/2024",2025,12
"6171","03/05/1997","Allemagne","18/03/2020",2024,6
"6172","30/07/1983","Allemagne","23/06/2022",2021,2
"6179","24/02/2004","Allemagne","21/02/2025",2022,4
"6180","13/10/1993","Allemagne","28/08/2022",2022,4
"6198","17/02/1984","Allemagne","07/04/2021",2023,9
"6219","06/09/1991","Allemagne","16/04/2024",2023,6
"6221","02/06/1999","Allemagne","22/12/2023",2022,3
"6222","01/02/2000","Allemagne","04/11/2021",2021,9
"6223","09/11/1982","Allemagne","09/02/2020",2021,7
"6228","29/11/1982","Allemagne","18/06/2025",2023,7
"6232","14/12/1998","Allemagne","03/10/2024",2020,5
"6234","23/06/1986","Allemagne","30/04/2024",2021,11
"6238","25/12/1980","Allemagne","06/06/2022",2023,3
"6246","12/09/2006","Allemagne","06/02/2021",2024,1
"6249","15/08/1982","Allemagne","08/01/2023",2020,2
"6250","01/09/1982","Allemagne","19/01/2025",2023,2
"6251","01/09/2007","Allemagne","02/05/2021",2021,6
"6257","27/07/2004","Allemagne","04/04/2025",2020,3
"6260","14/01/1989","Allemagne","19/09/2020",2023,11
"6262","11/04/1997","Allemagne","10/07/2023",2023,2
"6266","21/09/1984","Allemagne","02/04/2021",2025,6
"6271","09/06/1987","Allemagne","20/12/2020",2022,8
"6274","23/04/1998","Allemagne","11/07/2024",2021,12
"6280","09/11/1992","Allemagne","11/05/2025",2025,3
"6287","17/07/2003","Allemagne","23/11/2022",2021,4
"6289","10/08/2007","Allemagne","26/12/2020",2025,11
"6290","19/12/1982","Allemagne","06/08/2020",2020,6
"6299","24/07/1996","Allemagne","25/06/2021",2022,6
"6301","18/07/2003","Allemagne","04/10/2021",2022,2
"6307","03/03/1996","Allemagne","25/08/2024",2022,1
"6312","01/03/2005","Allemagne","11/07/2022",2021,4
"6318","14/04/1982","Allemagne","19/09/2023",2024,3
"6320","04/10/1990","Allemagne","17/03/2020",2024,10
"6321","15/07/2008","Allemagne","29/01/2023",2025,11
"6324","15/11/1992","Allemagne","18/10/2020",2022,5
"6330","01/10/2000","Allemagne","11/04/2023",2020,5
"6334","07/04/1996","Allemagne","28/10/2021",2021,2
"6344","03/11/2004","Allemagne","26/05/2023",2023,4
"6345","01/02/1988","Allemagne","12/12/2024",2020,7
"6348","26/12/1982","Allemagne","17/12/2024",2022,9
"6351","18/02/1999","Allemagne","08/04/2020",2024,4
"6352","30/04/1985","Allemagne","28/11/2021",2020,12
"6357","11/09/1990","Allemagne","21/08/2023",2024,5
"6362","12/03/1986","Allemagne","23/12/2021",2020,5
"6370","27/06/2002","Allemagne","25/08/2021",2023,9
"6379","20/02/1983","Allemagne","11/08/2021",2020,4
"6382","16/11/1987","Allemagne","22/12/2023",2020,12
"6386","24/03/1989","Allemagne","17/12/2022",2024,2
"6390","26/12/1986","Allemagne","28/04/2023",2021,5
"6392","08/10/1999","Allemagne","05/09/2022",2021,5
"6394","19/03/1992","Allemagne","01/07/2020",2020,6
"6402","08/03/2001","Allemagne","04/05/2025",2021,7
"6405","25/11/2004","Allemagne","17/11/2023",2021,6
"6406","24/09/2007","Allemagne","13/08/2024",2023,3
"6408","13/01/1984","Allemagne","16/01/2021",2021,5
"6410","09/08/2001","Allemagne","01/03/2022",2025,7
"6411","25/02/1992","Allemagne","09/05/2021",2022,7
"6412","07/04/1989","Allemagne","23/08/2023",2024,7
"6418","22/03/1997","Allemagne","10/05/2020",2023,1
"6419","02/07/1992","Allemagne","05/03/2022",2024,12
"6420","21/04/1986","Allemagne","21/08/2021",2024,12
"6423","03/08/1994","Allemagne","21/03/2020",2023,4
"6424","27/11/1999","Allemagne","24/04/2022",2021,9
"6440","16/10/1990","Allemagne","28/02/2021",2021,3
"6445","03/08/1995","Allemagne","13/01/2023",2022,6
"6448","29/01/1988","Allemagne","27/02/2021",2024,2
"6449","24/10/1996","Allemagne","01/05/2024",2021,2
"6456","07/10/1982","Allemagne","25/08/2020",2023,2
"6465","08/04/1984","Allemagne","21/02/2021",2021,9
"6469","02/08/1983","Allemagne","23/10/2020",2021,11
"6487","04/10/1993","Allemagne","01/10/2024",2023,3
"6489","28/12/1990","Allemagne","24/08/2023",2020,5
"6493","31/08/2000","Allemagne","13/05/2025",2023,12
"6494","14/04/1981","Allemagne","29/05/2020",2023,1
"6495","18/01/1988","Allemagne","16/06/2022",2020,6
"6496","27/10/2000","Allemagne","25/12/2020",2023,4
"6497","19/11/1989","Allemagne","17/02/2020",2020,3
"6500","19/07/1982","Allemagne","18/07/2022",2021,2
"6501","01/03/1984","Allemagne","09/03/2022",2024,8
"6502","23/10/2009","Allemagne","05/02/2021",2022,2
"6503","21/03/2009","Allemagne","16/02/2024",2022,10
"6506","14/03/2004","Allemagne","30/04/2021",2023,9
"6507","13/08/1993","Allemagne","18/04/2020",2025,10
"6508","23/09/2009","Allemagne","27/03/2024",2021,12
"6514","24/04/1994","Allemagne","19/02/2023",2021,4
"6515","28/10/1987","Allemagne","20/05/2023",2020,12
"6516","23/06/1991","Allemagne","21/03/2022",2023,4
"6520","07/05/1983","Allemagne","03/06/2024",2025,12
"6524","12/03/1990","Allemagne","24/02/2024",2021,2
"6525","03/11/1983","Allemagne","19/05/2021",2021,10
"6531","12/03/1984","Allemagne","11/04/2024",2021,4
"6534","04/01/1999","Allemagne","01/06/2021",2024,4
"6536","19/11/1992","Allemagne","26/06/2021",2020,12
"6540","25/07/1987","Allemagne","13/01/2024",2021,7
"6541","09/09/2007","Allemagne","14/08/2020",2021,7
"6547","11/11/1995","Allemagne","14/09/2020",2020,4
"6549","07/12/1993","Allemagne","22/02/2024",2024,6
"6551","04/07/1987","Allemagne","19/08/2020",2025,5
"6552","10/10/1983","Allemagne","04/09/2023",2022,6
"6553","09/03/1997","Allemagne","11/01/2023",2023,7
"6556","18/02/2008","Allemagne","15/10/2023",2023,2
"6557","25/03/1989","Allemagne","06/02/2020",2025,7
"6558","16/05/2003","Allemagne","07/03/2020",2024,7
"6559","16/08/1994","Allemagne","14/11/2022",2024,3
"6562","03/08/2009","Allemagne","19/01/2020",2023,3
"6566","17/09/1980","Allemagne","03/04/2022",2021,3
"6567","02/04/1988","Allemagne","15/07/2024",2025,9
"6568","02/05/1991","Allemagne","31/10/2024",2025,11
"6570","12/11/1999","Allemagne","14/12/2020",2022,4
"6576","10/08/1981","Allemagne","23/03/2024",2020,5
"6583","24/12/1983","Allemagne","27/09/2021",2024,1
"6586","16/06/1982","Allemagne","13/03/2022",2023,1
"6593","25/01/2002","Allemagne","10/10/2024",2024,7
"6594","23/06/1996","Allemagne","08/02/2020",2022,5
"6596","07/04/1992","Allemagne","16/04/2020",2025,3
"6600","10/07/1996","Allemagne","02/07/2023",2021,5
"6604","14/12/1984","Allemagne","08/06/2020",2024,4
"6606","20/01/2006","Allemagne","31/08/2021",2024,1
"6611","18/06/1995","Allemagne","09/05/2024",2023,1
"6613","25/06/1995","Allemagne","27/07/2023",2022,9
"6623","19/04/2002","Allemagne","04/06/2021",2024,4
"6625","06/12/1984","Allemagne","21/11/2023",2022,3
"6626","08/07/2002","Allemagne","19/08/2024",2021,10
"6628","26/02/1980","Allemagne","18/03/2021",2024,5
"6634","20/02/1994","Allemagne","17/10/2020",2020,6
"6636","04/05/1998","Allemagne","15/07/2021",2020,12
"6638","29/06/1991","Allemagne","20/04/2022",2025,8
"6639","08/10/1994","Allemagne","16/03/2024",2023,12
"6642","02/06/1995","Allemagne","31/08/2023",2022,2
"6643","04/11/2009","Allemagne","08/01/2024",2023,10
"6644","06/05/2002","Allemagne","22/07/2022",2022,3
"6649","25/06/1989","Allemagne","12/04/2022",2023,1
"6653","03/02/1983","Allemagne","04/07/2024",2022,3
"6654","09/06/1991","Allemagne","15/01/2022",2024,1
